QX1410	IPR_accession	IPR_description	GO_ID	N2_orthologs
QX1410.24469	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR009072	Histone-fold	GO:0046982(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR007125	Histone H2A/H2B/H3	GO:0003677(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR009072	Histone-fold	GO:0046982(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.24469	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR009072	Histone-fold	GO:0046982(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR007125	Histone H2A/H2B/H3	GO:0003677(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR009072	Histone-fold	GO:0046982(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.42491	IPR000164	Histone H3/CENP-A	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)	his-45, his-49, his-42, his-32, his-63, his-6, his-55, his-59, his-40, his-27, his-17, his-2, his-25, his-9, his-13
QX1410.5903	IPR031781	SF3A2 domain	-	repo-1
QX1410.5903	IPR000690	Matrin/U1-C, C2H2-type zinc finger	GO:0003676(InterPro)|GO:0005634(InterPro)|GO:0008270(InterPro)	repo-1
QX1410.5903	IPR003604	Matrin/U1-C-like, C2H2-type zinc finger	GO:0003676(InterPro)|GO:0008270(InterPro)	repo-1
QX1410.5903	IPR013087	Zinc finger C2H2-type	-	repo-1
QX1410.5903	IPR052092	Splicing Factor 3A Subunit 2	GO:0000245(PANTHER)|GO:0005686(PANTHER)|GO:0071004(PANTHER)|GO:0071013(PANTHER)	repo-1
QX1410.5903	IPR036236	Zinc finger C2H2 superfamily	-	repo-1
QX1410.3816	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	NA
QX1410.3816	IPR000536	Nuclear hormone receptor, ligand-binding domain	-	NA
QX1410.3816	IPR000536	Nuclear hormone receptor, ligand-binding domain	-	NA
QX1410.3816	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	NA
QX1410.3816	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	NA
QX1410.3816	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	NA
QX1410.3816	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	NA
QX1410.3816	IPR051152	Caenorhabditis elegans Orphan Nuclear Receptors	-	NA
QX1410.3816	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain	GO:0000978(InterPro)	NA
QX1410.3816	IPR000536	Nuclear hormone receptor, ligand-binding domain	-	NA
QX1410.3816	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	NA
QX1410.3816	IPR035500	Nuclear hormone receptor-like domain superfamily	-	NA
QX1410.3816	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	NA
QX1410.3816	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	NA
QX1410.3816	IPR013088	Zinc finger, NHR/GATA-type	GO:0006355(InterPro)|GO:0008270(InterPro)	NA
QX1410.5159	IPR045853	Peptide chain release factor class I superfamily	-	mtrf-1L
QX1410.5159	IPR050057	Prokaryotic/Mitochondrial Release Factor	-	mtrf-1L
QX1410.5159	IPR000352	Peptide chain release factor class I	GO:0003747(InterPro)|GO:0006415(InterPro)	mtrf-1L
QX1410.5159	IPR005139	Peptide chain release factor	GO:0006415(InterPro)	mtrf-1L
QX1410.5159	IPR000352	Peptide chain release factor class I	GO:0003747(InterPro)|GO:0006415(InterPro)	mtrf-1L
QX1410.5159	IPR005139	Peptide chain release factor	GO:0006415(InterPro)	mtrf-1L
QX1410.39989	IPR036036	SOCS box-like domain superfamily	GO:0035556(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR001496	SOCS box domain	-	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR001496	SOCS box domain	-	WBGene00019782
QX1410.39989	IPR036770	Ankyrin repeat-containing domain superfamily	-	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR051165	Multifunctional Ankyrin Repeat Domain-Containing Protein	-	WBGene00019782
QX1410.39989	IPR036770	Ankyrin repeat-containing domain superfamily	-	WBGene00019782
QX1410.39989	IPR001496	SOCS box domain	-	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR036770	Ankyrin repeat-containing domain superfamily	-	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR001496	SOCS box domain	-	WBGene00019782
QX1410.39989	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00019782
QX1410.39989	IPR036770	Ankyrin repeat-containing domain superfamily	-	WBGene00019782
QX1410.11735	IPR001223	Glycoside hydrolase family 18, catalytic domain	GO:0005975(InterPro)	NA
QX1410.11735	IPR011583	Chitinase II/V-like, catalytic domain	GO:0008061(InterPro)	NA
QX1410.11735	IPR001223	Glycoside hydrolase family 18, catalytic domain	GO:0005975(InterPro)	NA
QX1410.11735	IPR029070	Chitinase insertion domain superfamily	-	NA
QX1410.11735	IPR017853	Glycoside hydrolase superfamily	-	NA
QX1410.25175	-	-	GO:0000243(PANTHER)|GO:0000395(PANTHER)|GO:0005685(PANTHER)|GO:0030627(PANTHER)|GO:0071004(PANTHER)	prp-39
QX1410.25175	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	prp-39
QX1410.25175	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	prp-39
QX1410.25175	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	prp-39
QX1410.25175	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)	prp-39
QX1410.25175	IPR003107	HAT (Half-A-TPR) repeat	GO:0006396(InterPro)	prp-39
QX1410.25175	IPR003107	HAT (Half-A-TPR) repeat	GO:0006396(InterPro)	prp-39
QX1410.25175	IPR003107	HAT (Half-A-TPR) repeat	GO:0006396(InterPro)	prp-39
QX1410.25175	IPR003107	HAT (Half-A-TPR) repeat	GO:0006396(InterPro)	prp-39
QX1410.25175	IPR003107	HAT (Half-A-TPR) repeat	GO:0006396(InterPro)	prp-39
QX1410.25175	IPR003107	HAT (Half-A-TPR) repeat	GO:0006396(InterPro)	prp-39
QX1410.30254	IPR034868	Partitioning defective protein 6, PB1 domain	-	par-6
QX1410.30254	IPR000270	PB1 domain	GO:0005515(InterPro)	par-6
QX1410.30254	IPR036034	PDZ superfamily	GO:0005515(InterPro)	par-6
QX1410.30254	IPR001478	PDZ domain	GO:0005515(InterPro)	par-6
QX1410.30254	IPR001478	PDZ domain	GO:0005515(InterPro)	par-6
QX1410.30254	IPR000270	PB1 domain	GO:0005515(InterPro)	par-6
QX1410.30254	IPR001478	PDZ domain	GO:0005515(InterPro)	par-6
QX1410.30254	IPR036034	PDZ superfamily	GO:0005515(InterPro)	par-6
QX1410.30254	IPR053793	PB1-like domain	-	par-6
QX1410.30254	IPR051741	Partitioning defective 6 homolog protein	GO:0007098(PANTHER)	par-6
QX1410.23102	IPR050235	Casein Kinase 1 Ser/Thr Protein Kinase	-	NA
QX1410.23102	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	NA
QX1410.23102	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	NA
QX1410.23102	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	NA
QX1410.23102	IPR011009	Protein kinase-like domain superfamily	-	NA
QX1410.23102	IPR017441	Protein kinase, ATP binding site	GO:0005524(InterPro)	NA
QX1410.4296	IPR019425	7TM GPCR, serpentine receptor class t (Srt)	-	srt-31
QX1410.4296	IPR019425	7TM GPCR, serpentine receptor class t (Srt)	-	srt-31
QX1410.36923	IPR029058	Alpha/Beta hydrolase fold	-	WBGene00018077
QX1410.36923	IPR029058	Alpha/Beta hydrolase fold	-	WBGene00018077
QX1410.36923	IPR010463	Protein of unknown function DUF1057	-	WBGene00018077
QX1410.19666	IPR020903	Epithelial sodium channel, conserved site	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0006814(InterPro)|GO:0016020(InterPro)	del-1
QX1410.19666	IPR001873	Epithelial sodium channel	GO:0005272(InterPro)|GO:0005886(PANTHER)|GO:0006814(InterPro)|GO:0015280(PANTHER)|GO:0016020(InterPro)|GO:0035725(PANTHER)	del-1
QX1410.19666	IPR004726	Degenerin	GO:0005216(InterPro)|GO:0006811(InterPro)|GO:0016020(InterPro)	del-1
QX1410.34829	IPR052889	C. elegans Fungus-Induced Response	-	fipr-17
QX1410.34829	IPR024415	Fungus-induced protein	-	fipr-17
QX1410.24616	IPR000727	Target SNARE coiled-coil homology domain	-	syx-5
QX1410.24616	IPR010989	SNARE	GO:0016020(InterPro)|GO:0016192(InterPro)	syx-5
QX1410.24616	IPR000727	Target SNARE coiled-coil homology domain	-	syx-5
QX1410.24616	IPR021538	Syntaxin-5, N-terminal, Sly1p-binding domain	-	syx-5
QX1410.24616	IPR000727	Target SNARE coiled-coil homology domain	-	syx-5
QX1410.24616	IPR006012	Syntaxin/epimorphin, conserved site	GO:0005484(InterPro)|GO:0006886(InterPro)|GO:0016020(InterPro)	syx-5
QX1410.24616	IPR045242	Syntaxin	GO:0000139(PANTHER)|GO:0000149(PANTHER)|GO:0005484(PANTHER)|GO:0006886(PANTHER)|GO:0006888(PANTHER)|GO:0006906(PANTHER)|GO:0012505(PANTHER)|GO:0031201(PANTHER)|GO:0048278(PANTHER)	syx-5
QX1410.40451	IPR046341	SET domain superfamily	-	set-12
QX1410.40451	IPR046341	SET domain superfamily	-	set-12
QX1410.35226	IPR007128	Nuclear MIS12/MIND complex subunit PMF1/Nnf1	GO:0000444(InterPro)	kbp-2
QX1410.24568	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00011270
QX1410.24568	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00011270
QX1410.24568	IPR039195	Ankyrin repeat domain-containing protein 40	-	WBGene00011270
QX1410.24568	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00011270
QX1410.24568	IPR002110	Ankyrin repeat	GO:0005515(InterPro)	WBGene00011270
QX1410.24568	IPR036770	Ankyrin repeat-containing domain superfamily	-	WBGene00011270
QX1410.24568	IPR036770	Ankyrin repeat-containing domain superfamily	-	WBGene00011270
QX1410.13255	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	cyn-3
QX1410.13255	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	cyn-3
QX1410.13255	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	cyn-3
QX1410.13255	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	cyn-3
QX1410.13255	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	cyn-3
QX1410.13255	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	cyn-3
QX1410.13255	IPR029000	Cyclophilin-like domain superfamily	-	cyn-3
QX1410.13255	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	GO:0003755(InterPro)|GO:0006457(InterPro)	cyn-3
QX1410.13255	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	cyn-3
QX1410.13255	IPR029000	Cyclophilin-like domain superfamily	-	cyn-3
QX1410.13255	-	-	GO:0000413(PANTHER)|GO:0003755(PANTHER)|GO:0005737(PANTHER)|GO:0006457(PANTHER)|GO:0016018(PANTHER)	cyn-3
QX1410.13255	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase	GO:0003755(InterPro)	cyn-3
QX1410.41909	IPR003839	7TM GPCR, serpentine receptor class u (Sru)	-	sru-3
QX1410.41909	IPR003839	7TM GPCR, serpentine receptor class u (Sru)	-	sru-3
QX1410.37749	IPR036028	SH3-like domain superfamily	GO:0005515(InterPro)	WBGene00011445
QX1410.5592	IPR047130	Serpentine type 7TM GPCR chemoreceptor Srsx, nematodes	-	srtx-1
QX1410.10201	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	WBGene00014160
QX1410.10201	IPR003959	ATPase, AAA-type, core	GO:0005524(InterPro)|GO:0016887(InterPro)	WBGene00014160
QX1410.10201	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	WBGene00014160
QX1410.10201	IPR052267	Nexin-Dynein Regulatory Complex Component	-	WBGene00014160
QX1410.16041	IPR000535	Major sperm protein (MSP) domain	-	WBGene00010254
QX1410.16041	IPR013783	Immunoglobulin-like fold	-	WBGene00010254
QX1410.16041	IPR000535	Major sperm protein (MSP) domain	-	WBGene00010254
QX1410.16041	IPR008962	PapD-like superfamily	-	WBGene00010254
QX1410.33428	-	-	GO:0005886(PANTHER)|GO:0007186(PANTHER)|GO:0038022(PANTHER)|GO:0042048(PANTHER)	NA
QX1410.33428	IPR019428	7TM GPCR, serpentine receptor class r (Str)	-	NA
QX1410.18178	IPR001356	Homeodomain	GO:0003677(InterPro)	ceh-54
QX1410.18178	IPR001356	Homeodomain	GO:0003677(InterPro)	ceh-54
QX1410.18178	IPR001356	Homeodomain	GO:0003677(InterPro)	ceh-54
QX1410.18178	IPR009057	Homedomain-like superfamily	-	ceh-54
QX1410.18178	IPR001356	Homeodomain	GO:0003677(InterPro)	ceh-54
QX1410.18178	IPR017970	Homeobox, conserved site	GO:0000981(InterPro)|GO:0006355(InterPro)	ceh-54
QX1410.18178	IPR050649	Paired Homeobox Transcription Factors	GO:0000977(PANTHER)|GO:0000981(PANTHER)|GO:0006357(PANTHER)	ceh-54
QX1410.44027	IPR001436	Alpha crystallin/Small heat shock protein, animal type	-	WBGene00021943
QX1410.44027	IPR001436	Alpha crystallin/Small heat shock protein, animal type	-	WBGene00021943
QX1410.44027	IPR001436	Alpha crystallin/Small heat shock protein, animal type	-	WBGene00021943
QX1410.44027	IPR001436	Alpha crystallin/Small heat shock protein, animal type	-	WBGene00021943
QX1410.44027	IPR002068	Alpha crystallin/Hsp20 domain	-	WBGene00021943
QX1410.44027	IPR008978	HSP20-like chaperone	-	WBGene00021943
QX1410.44027	IPR001436	Alpha crystallin/Small heat shock protein, animal type	GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0009408(PANTHER)|GO:0042026(PANTHER)|GO:0051082(PANTHER)	WBGene00021943
QX1410.44027	IPR002068	Alpha crystallin/Hsp20 domain	-	WBGene00021943
QX1410.44027	IPR008978	HSP20-like chaperone	-	WBGene00021943
QX1410.24279	IPR000990	Innexin	GO:0005243(PANTHER)|GO:0005886(PANTHER)|GO:0005921(PANTHER)	che-7
QX1410.24279	IPR000990	Innexin	-	che-7
QX1410.24279	IPR000990	Innexin	-	che-7
QX1410.24279	IPR000990	Innexin	-	che-7
QX1410.24279	IPR000990	Innexin	-	che-7
QX1410.24279	IPR000990	Innexin	-	che-7
QX1410.24279	IPR000990	Innexin	-	che-7
QX1410.24279	IPR000990	Innexin	-	che-7
QX1410.24279	IPR000990	Innexin	-	che-7
QX1410.42037	IPR009445	ER membrane protein complex subunit 4	-	perm-3
QX1410.42037	IPR009445	ER membrane protein complex subunit 4	-	perm-3
QX1410.42037	IPR009445	ER membrane protein complex subunit 4	-	perm-3
QX1410.27210	IPR007305	Vesicle transport protein, Got1/SFT2-like	GO:0016192(InterPro)	WBGene00009191
QX1410.27210	IPR011691	Vesicle transport protein SFT2	GO:0016020(InterPro)|GO:0016192(InterPro)	WBGene00009191
QX1410.13280	IPR009668	RNA polymerase I associated factor, A49-like	GO:0003677(InterPro)|GO:0006351(InterPro)	rpoa-49
QX1410.13280	IPR009668	RNA polymerase I associated factor, A49-like	GO:0003677(InterPro)|GO:0006351(InterPro)	rpoa-49
QX1410.18643	IPR039421	Type 1 protein exporter	GO:0005743(PANTHER)|GO:0015421(PANTHER)|GO:0090374(PANTHER)	pgp-14
QX1410.18643	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	pgp-14
QX1410.18643	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	pgp-14
QX1410.18643	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	pgp-14
QX1410.18643	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	pgp-14
QX1410.18643	IPR017871	ABC transporter-like, conserved site	GO:0005524(InterPro)|GO:0016887(InterPro)	pgp-14
QX1410.18643	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	pgp-14
QX1410.18643	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)	pgp-14
QX1410.18643	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	pgp-14
QX1410.18643	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)	pgp-14
QX1410.18643	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)	pgp-14
QX1410.18643	IPR003593	AAA+ ATPase domain	-	pgp-14
QX1410.18643	IPR003593	AAA+ ATPase domain	-	pgp-14
QX1410.18643	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)	pgp-14
QX1410.18643	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)	pgp-14
QX1410.18643	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)	pgp-14
QX1410.18643	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)	pgp-14
QX1410.18643	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	pgp-14
QX1410.18643	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	pgp-14
QX1410.18643	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)	pgp-14
